tweetid,text,spots
48286627071668224,On my way to Poland to meet president Komorowski and prime minister Tusk. #NATO,"['prime', 'On', 'my way', 'Poland', 'Tusk', 'prime minister', 'NATO', 'minister', 'way', 'On my way', 'president', 'Komorowski', 'my']"
49715426787205120,poetry yes math no,"['yes', 'poetry', 'math']"
48942538270318592,"Tough loss for us tonight. I know it's hard fans, but stay with it. We have to get off this slump and get it right! Go Hawks","['right', 'hard', 'it', 'tonight', 'I know', 'We', ""it's"", 'fans', 'get it right', 'Hawks', 'get', 'I', 'slump', 'stay', 'stay with it', 'know', 'off', 'with', 'Tough loss', 'loss', 'Tough', 'this', 'us', 'Go', 'get off this']"
43659746804371456,@ScotsCraigy Ouch!,[]
46198305050464256,Japan is one of NATOs global partners. On behalf of our Allies I want to extend our heartfelt condolences to those who have lost loved ones,"['partners', 'who', 'Allies', 'global partners', 'lost', 'loved ones', 'I', 'heartfelt', 'global', 'to', 'ones', 'want', 'Japan', 'condolences', 'loved']"
49422328282615808,@BellaHellaFlyy love you too!,[]
44908638015459328,@TeensInLove that is the greatest piece of shit I've ever read in my life.,[]
48704599829397504,"Happy #RND all. Here's the RedTweetDay schedule, http://bit.ly/redtweetday @MrsStephenFry will be there...",[]
45777452445876225,Meeting NATO's Defence Ministers today to discuss Libya,"['Defence', 'Libya', 'Ministers', 'NATO', 'Meeting', 'today']"
48095255081394176,Can we stop ganging up on 13 year-old Rebecca Black for making crappy music and start ganging up on 36 year-old Will.i.am?,"['we', 'Rebecca Black', 'old', 'Will.i.am', 'stop', 'up', 'crappy', 'Can we', 'start', 'Black', 'Can', 'music', 'Rebecca']"
47745807713181696,"RT @jesselabelle: Writing session with @EmilyOsment today. Bring the soul, sister.",[]
50071214978379776,RT @greendiarist: @AFineFrenzy I always spend my summer here! An old-growth forest within the Sipalay island in the Philippines! http:// ...,"['RT', 'summer', 'old', 'old-growth forest', 'always', 'Philippines', 'old-growth', 'here', 'growth', 'forest', 'island', 'old growth', 'Sipalay']"
48369250443862017,The sooner the United Nations can reach an agreement on #Libya the better. #NATO #UN,"['United', 'Libya', 'reach', 'agreement', 'sooner', 'Nations', 'NATO', 'can', 'United Nations']"
43429826794766336,"@kimkardashian i love your new song turn it up ,its on repeat","['up', 'on', 'repeat', 'love', 'on repeat', 'song', 'new song', 'turn it up', 'it', 'turn', 'new']"
49286057589620736,RT @NickSwisher: http://twitpic.com/4b9b49 me and @joannalgarcia at the concert -u both r the cutest! Sweet pic.,"['RT', 'me', 'pic', 'concert', 'Sweet']"
48369113130733568,If #Gadaffi prevails it will send a clear signal that violence pays. #NATO #Libya,[]
49864149886451713,So much fun! :) RT @ABofficialsite: Adrienne at her shoot yesterday!! http://t.co/7ZniC1V @Adrienne_Bailon,"['fun', 'RT', 'yesterday', 'shoot', 'Adrienne_Bailon']"
44842960503844864,Hey guys: get ready for Spring tour ticket giveaways! Stay tuned to my Facebook page for more info!,"['info', 'get', 'Spring', 'Hey', 'Stay', 'ready', 'tour', 'Stay tuned', 'Facebook', 'get ready', 'ticket', 'guys', 'page']"
50122115717935104,In the clouds for the day. Hit yall manana. Peace,[]
49328793147547648,Thank you #PeterKinder. #fgs,[]
47600028063240192,Enjoying my short Twitter holiday. Been away. Back in London now...,"['now', 'short', 'Twitter', 'Back', 'London', 'holiday', 'away']"
46376854361358336,heading back to the big apple 4 a quick trip. need a late night restaurant suggestion. got any?,"['apple', 'restaurant', 'big', 'back', 'trip', 'late', 'big apple', 'suggestion', 'night', 'quick', 'late night restaurant', 'heading']"
50059683775524864,RT @VINNYGUADAGNINO: #quickquestion @Adrienne_Bailon if we are both #scorpios would we have extra passionate #sexytime? @akrpr #akrapproved?,"['RT', 'both', 'we', 'extra', 'sexytime', 'we are both', 'are', 'scorpios', 'Adrienne_Bailon', 'if']"
49911784903159808,Nag Champa is the best smelling incense ever. http://goo.gl/fb/G48Ng,"['Nag', 'incense', 'Nag Champa', 'Champa', 'smelling', 'the best', 'the', 'best']"
48767225280208897,RT @winduprecords: Check out an exclusive video on @cambioconnect & go record shopping w/ @EmilyOsment ! http://ht.ly/4hizD,"['RT', 'exclusive', 'shopping', 'record', 'video', 'go', 'Check', 'out']"
49566295309557760,"#100factsaboutme1 I am a child of the eternal God, The father of Jesus Christ,  The Omnipotent","['Christ', 'eternal God', 'I', 'eternal', 'am', 'God The father', 'father', 'God', 'Jesus Christ', 'child', 'I am', 'The', 'Jesus', 'Omnipotent']"
43426233333202945,For all your pop/dance/r&b and hip hop needs check out http://www.cicisnap.com/,"['hip', 'r b', 'dance', 'pop', 'r', 'hip hop', 'hop', 'b', 'check', 'out']"
47650726545063937,http://marionravn.blogg.no/1300195403_japan_i_mitt_hjerte.html#comment http://fb.me/Rsej2isb,[]
43562240208670720,Former radio host rejects Ponzi scheme claims - http://newzfor.me/0/o7u,"['Ponzi', 'radio host', 'Ponzi scheme', 'host', 'radio', 'claims', 'scheme']"
49910000776257536,Rehearsing for the tour today. Looking forward to seeing you all...my friends. ROCK THIS LIFE!,"['seeing', 'all', 'Rehearsing', '...', 'THIS', 'friends', 'LIFE', 'you all', 'tour', 'ROCK', 'forward', 'you', 'THIS LIFE', 'my', 'today']"
49259608937742336,@latanyawade Hey Hun! Long time!,[]
50015972639248384,@RegsCoffeeHouse Awe!!! REGGGGGG!!!! Hope to see u soon! I miss U and Bham!!,[]
50165550587985920,"I'll be supporting ""Team GB"" in lots of events in #London2012 Apply for your once-in-a-lifetime tickets here: http://t.co/D57gItF Do RT!",[]
48373051166961664,"#NATO stands ready to protect the civilian population if there is a demonstrable need, clear legal basis and strong regional support. #Libya","['strong', 'stands', 'Libya', 'civilian', 'clear', 'basis', 'legal', 'regional', 'NATO', 'ready', 'if', 'support', 'population']"
43668387989172224,General Atlantic to purchase 2.5m Facebook shares - report - http://newzfor.me/0/1qr1,"['purchase', 'm', 'shares', 'General', 'Facebook', 'Atlantic', 'report', 'General Atlantic', '2.5']"
48810648712392704,RT @CADelargy: Obama almost 15mins late... wonder if he's watching college hoops. Less than 2mins left in Texas Oakland game #NCAA #Marc ...,"['RT', 'Obama', 'Oakland', 'watching', 'college hoops', 'Marc', 'NCAA', 'game', 'college', 'left', 'if', 'hoops', 'Texas', 'wonder']"
50033917092311040,"@yosoyjuanson thank you for sending me the new record!!! i just got home and i can't wait to listen to it. you are amazing, juan.","['thank', 'juan', 'thank you', 'record', 'amazing', 'you are', 'are', 'home', 'new', 'you', 'listen', ""can't"", 'wait']"
45179621343367168,"So excited to announce I'll be singing ""God Bless America"" during the 7th Inning Stretch at the Detroit Tigers... http://fb.me/VxtfrHRP","[""I'll"", 'be', 'Tigers', 'Bless', 'So excited', 'Inning', 'Stretch', 'God', 'll', 'Detroit', 'Detroit Tigers', ""I'll be"", 'So', '7th Inning Stretch', '7th', 'America', 'singing', 'excited', 'God Bless America']"
48431134803116032,"Checking in from beautiful Austin, TX... Not finding much time to get on Facebook ;) This year's SXSW is pretty amazing!!","['beautiful', 'SXSW', 'TX', 'Checking', 'Austin TX', 'amazing', 'Facebook', 'time', 'pretty', 'in', 'Austin', 'Checking in']"
46343099991072769,My thoughts go out to everyone in Japan!!,"['everyone', 'My thoughts', 'go', 'Japan', 'My', 'thoughts', 'out']"
49208114750300160,State of MO will begin seeking comments on 4/15 re: new standards for school accreditation. #fgs,"['begin', 'new standards', 'accreditation', 'MO', 'school', 'comments', 'standards', 'will', 'State', 'new', 'fgs', 'school accreditation']"
43001038525054978,How to work with your agencies: bring them into the team but don't outsource your imagination to them.,"['imagination', 'How to', 'don', 'to', 'work', 'agencies', 'How', 'outsource', 'your imagination', 'team', 'your']"
43714896562626560,"@JFN1985 lol, *snatches bottle of vodka and smashes it*  No booze around me!","['me', 'vodka', 'lol', 'smashes', 'booze', 'bottle']"
48474491709431808,"RT @CAMBIOCONNECT - Exclusive: Emily Osment Talks Inspiration, Tour & More - : http://aol.it/hRIMnS",[]
44590727145066497,@danieltosh new stand up special making me cry laughing. jesus christ he's funny.,"['me', 'christ', 'jesus christ', 'cry', 'up', 'jesus', 'stand', 'stand up', 'special', 'laughing']"
43809286333267968,"@Twelch401 well, maybe. but i'm the BEST at being narcissistic. the  best ever. BO! BO! BO! BO!","['maybe', 'BO', 'well', 'best', ""i'm the BEST"", ""i'm"", 'ever', 'the', 'BEST', 'narcissistic']"
50283529585688576,FitFu Turns Your iPhone Into an Exercise Motivation Tool [VIDEO] - http://on.mash.to/hkpism,"['Motivation', 'Turns', 'Tool', 'VIDEO', 'iPhone', 'Exercise']"
43296868561723392,Online presentations. Try the free trial: http://awe.sm/5GpRs,[]
49926329038159872,MT @sbnation: Barry Bonds is back! His trial began today in San Francisco. Follow @sbnbayarea for updates from the courtroom,"['trial', 'His', 'San', 'Bonds', 'Barry', 'subnational', 'back', 'Barry Bonds', 'MT', 'Francisco', 'updates', 'Follow', 'San Francisco', 'today', 'courtroom']"
43364313414643712,Be like a cat and get the Digital Cream with @econsultancy http://awe.sm/5GpRu,[]
48468038818865152,"Obama says a 50 mile evacuation recommendation ""based on careful scientific evaluation""","['scientific', 'evacuation', 'mile', 'recommendation', 'careful', 'evaluation', 'Obama']"
46789355473338368,Slump is over! Way to ball out Jeff and Damian. Much needed win. Go Hawks!!,"['ball', 'Damian', 'Jeff', 'win', 'Hawks', 'Slump', 'Way', 'Go', 'out']"
43786458078773248,"my intent is to check the tenses, but the flow won't stop/in the FUTURE you'll be PAST out like a PRESENT -- with a bo(w) on top. #shiiiit",[]
43085964503040000,Email Newsletters - if you don't send them then you should. Email is great for building relationships. Try using http://awe.sm/5GpRo,"['building', 'then', 'don', 'relationships', 'Newsletters', 'send', 'Try', 'you', 'Email', 'if']"
50231556454891520,Check out Mashable Explore. A new way to discover resourceful content on Mashable: http://on.mash.to/g1S3FV,"['discover', 'content', 'Explore', 'Mashable', 'way', 'new', 'new way', 'Check', 'out']"
50299763492532224,Why Your Email Inbox Is Bringing Home the Bacon [INFOGRAPHIC] - http://on.mash.to/h1XGJJ,"['Bacon', 'Email', 'INFOGRAPHIC', 'Inbox', 'Home', 'Why']"
49281206327578624,Now I'm off to bed peace n love yall.,"['off', 'peace', 'bed', 'bed peace', 'love', ""I'm"", 'Now', 'yall']"
49942333239734273,"Next stop Cary, North Carolina. Have a good night everyone.","['Cary', 'North', 'good night', 'stop', 'Cary North Carolina', 'Next', 'good', 'everyone', 'night', 'Carolina']"
49659306769006592,it is raining cats and dogs and squirrels and raccoons and branches and everything else here. time to put on twenty layers and hibernate.,"['and', 'raining', 'layers', 'branches', 'raccoons', 'on', 'raining cats and dogs', 'here', 'squirrels', 'everything', 'cats', 'hibernate', 'time', 'put', 'else', 'put on', 'dogs']"
48468754815926272,"The U.S. military is ""working around the clock"" to assist in relief efforts, Obama adds","['around', 'clock', 'assist', 'S', 'U', 'relief', 'military', 'the', 'around the clock', 'Obama']"
43974915245883392,The love of my life was born on this day!!! Happy Birthday Andreas Wiig !!!!!,"['on this day', 'on', 'life', 'Andreas', 'love', 'this', 'my', 'Happy Birthday', 'Andreas Wiig', 'Birthday', 'of', 'Wiig', 'love of my life', 'day', 'Happy']"
48500568909561856,POLL: Organized desk or organized closet? The #STL Scrubby Dutch survey: http://bit.ly/gDUXbN,"['closet', 'STL', 'desk', 'survey', 'Dutch', 'POLL']"
50048333422669825,"Thank u RT @iHonorGod: @Adrienne_Bailon ""Come to me, all you who are weary and burdened, and I will give you rest."" Matthew 11:28 #iHonorGod",[]
48811853480075264,"Obama: Gadhafi ""clearly lost the confidence of his own people""","['Gadhafi', 'confidence', 'lost', 'people', 'the', 'Obama']"
48413875221184512,RT @stlpolitics: Sierra Club urges members to vote for St. Louis earnings tax http://bit.ly/fy3RqN,"['RT', 'earnings tax', 'Club', 'Louis', 'tax', 'St', 'vote', 'Sierra Club', 'members', 'Sierra', 'St Louis', 'earnings']"
49921703605846016,piecing together why i hate the cold so much. one theory: all the wasted mind energy. i feel like 70% of my brain is working on staying warm,"['theory', 'feel', 'energy', 'mind', 'together', 'one', 'brain', 'warm', 'wasted', 'cold', 'hate', 'why']"
10408280941658112,Bill and Cee Lo at the Grammy nomination event in LA last night! http://twitpic.com/3c9ali,"['Cee', 'last', 'Grammy', 'Cee Lo', 'Lo', 'Bill', 'night', 'last night', 'nomination', 'event']"
49502167467442176,"Thanks, again, for all your prayers, thoughts, and stories. I particularly like the stories. #fgs","['again', 'prayers', 'Thanks again', 'fgs', 'stories', 'Thanks', 'thoughts']"
49615927553167360,Fabulous: @Julie_Atherton leads a sensational cast in a Michael Bruce song that'll knock your socks off: http://youtu.be/BVcEXh1Nj2M,"['sensational', 'knock', 'song', 'Bruce', 'll', 'Michael', 'socks', 'cast', 'Fabulous', 'Michael Bruce', 'Julie_Atherton']"
50009475993706496,RT @XBriannasaurX: Oh the beauty of the natural world. @AFineFrenzy  http://t.co/THkMC1x,"['RT', 'natural', 'beauty', 'Oh', 'natural world', 'world']"
46669545750016001,@hazylazydazy Yes,[]
47756030922342400,"Just getting to the Arena, we play the Bucks tonight. Let's get it!","['Arena', ""Let's"", 'we', 'getting', 'get', 'play', 'it', 'tonight', 'Bucks']"
49143879399768064,@hohmannkyle roger roger digable planets loose leaf tite lettuce sweet current @jesselabelle,[]
48913090514927616,what I see when on air. Producer @ishestradacnn (on phone with control room) and @neilhallsworth http://yfrog.com/h2f0mkdj,"['control', 'on air', 'control room', 'room', 'Producer', 'on', 'air', 'phone']"
43714403228598272,@Greigyboii No problems! x,[]
48141481558548480,RT @JoshRamsay: In the studio today with @EmilyOsment working on a rad track. Comparing stories about The New Cities is proving and awes ...,"['RT', 'rad', 'track', 'proving', 'studio', 'In', 'stories', 'the', 'Cities', 'New', 'today']"
50308087302733824,AOL Shutters 30 Brands After Huffington Post Merger [REPORT] - http://on.mash.to/g4HvZG,"['Huffington Post', 'Merger', 'AOL', 'REPORT', 'Brands', 'Post', 'Huffington', 'Shutters']"
48447510817153024,"There have been many cards and calls, but I owe a special thanks to my tweeps. #fgs","['calls', 'owe', 'fgs', 'thanks', 'cards', 'special']"
50187416098713600,Well... Happy Tuesday My Tweethearts! I hope everyone has a blessed day!,"['everyone', 'I', 'Tuesday', 'Well', 'blessed', 'I hope', 'hope', 'Happy']"
49883390995992576,to say Twitter is useful only for solipsistic jottings is like saying pen & paper are useful only for playing Hangman - http://bit.ly/gZKVwn,"['solipsistic', 'Twitter', 'say', 'pen', 'paper', 'Hangman']"
47717459897221120,Daybreak USA with Scott Stapp & Scott West - listen in Dallas!... http://fb.me/WwIN3uhl,"['Daybreak', 'Scott West', 'USA', 'Dallas', 'West', 'Stapp', 'Scott', 'Scott Stapp', 'Daybreak USA', 'listen']"
49670488842186753,hahahahahahahahahahaha @adastra57 don't step in a poodle!,[]
49692198677127168,"At Phoenix airport... A ""Mr. Shlong"" was just called on the loud speaker. No shit.","['Phoenix', 'Shlong', 'Phoenix airport', 'airport', 'speaker', 'shit', 'loud speaker', 'loud', 'Mr']"
42587624631828480,"Charlie Sheen is on my list of ""Top Five People I Want to Meet Before Charlie Sheen Dies.""","['People', 'I', 'Charlie', 'Top', 'list', 'to', 'Charlie Sheen', 'Want', 'my list', 'Five', 'Top Five', 'my', 'Dies', 'Sheen']"
49272176720875521,"@latanyawade K, I'll be there like the 28th",[]
50250766266535936,@ATLjackie @OTOOLEFAN @JoeNBC this study cracks me up. It doesn't actually examine content. What a joke,"['me', 'What', 'cracks', 'joke', 'study', 'up', 'It', 'content']"
49949982064775168,Rhodes singled out a Senate resolution that passed on March 1st which denounced Khaddafy's atrocities. WH says UN rez incorporates it,"['rez', 'March', 'Senate', 'Rhodes', 'March 1st', 'singled out', 'UN', '1st', 'WH', 'resolution', 'atrocities', 'out']"
50261870220820480,New Freestyle Rap iPhone App Could Get You a Record Deal - http://on.mash.to/hYhG0A,"['Record Deal', 'Deal', 'Get', 'Freestyle', 'App', 'Freestyle Rap', 'Record', 'iPhone', 'Rap', 'Get You', 'You']"
50046482648281088,I find no rest...,[]
50192920229314560,"I love the human race. ""Crane folding for Japan"". Sounds so daft, but is actually rather beautiful: http://t.co/Er4Yd9k","['beautiful', 'love', 'Sounds', 'I', 'daft', 'I love the', 'race', 'human', 'Japan', 'human race', 'folding', 'the', 'Crane']"
10418016713973762,I would like to congratulate Qatar on their win to host the World Cup in 2022. This victory is an achievement for all Arab countries,"['congratulate', 'Qatar', 'World Cup', 'win', 'Cup', 'Arab', 'host', 'Arab countries', 'victory', 'World', 'countries', 'achievement']"
49715944603389952,RT @xLanceHorne: Poetic. Final answer? http://plixi.com/p/85710384,[]
49716094667210752,i vote yes. RT @xLanceHorne Poetic. Final answer? http://plixi.com/p/85710384,[]
49884813343195137,"RT @chadholbrook: @amandapalmer There are 2,220,000 results to typing ""hangman online"" into google. Looks like pen and paper lose again.",[]
50071068525862912,RT @jsufan: @AFineFrenzy local forest: http://tumblr.com/xps1uevr6z,"['RT', 'local', 'forest']"
47350234778574850,@Feminine_Eminem wow really?? That's awesome! I'll have the studio version out soon hopefully.,"['wow', 'Eminem', 'Feminine', 'version', 'studio', 'hopefully', 'll', 'awesome', 'out']"
48772128782295040,Video blog: A strong message to stop violence - http://bit.ly/dLRf6j - #Libya #UN #NATO #Gaddafi,"['Video blog', 'Libya', 'violence', 'stop', 'blog', 'UN', 'Video', 'Gaddafi', 'stop violence', 'NATO', 'message', 'strong']"
50249819159146496,"Good job NFL, way to take kickoffs out of the game. #dumb @WTOP: NFL kickoffs moved to 35, touchbacks stay at 20  http://bit.ly/gs6uOd #wtop","['kickoffs', 'WTOP', 'Good', 'of', 'NFL', 'game', 'stay', 'job', 'dumb', 'way', 'Good job', 'the', 'out']"
47177996783726593,RT @cnnbrk: rescue efforts under way #quake http://on.cnn.com/dXfIGI #Pray4Japan -send luv & light 2 all that R suffering & if u cn donate.,"['RT', 'all', 'cn', 'rescue', 'luv', 'that', 'all that', 'light', 'send', 'suffering', 'way', 'quake', 'donate', 'if']"
49222663318679552,Sweet 16! What a good feeling. Keep it going... Go Gators!!!,"['good', '16', 'Sweet 16', 'Keep it going', 'Keep', 'Gators', 'going', 'Sweet', 'it', 'feeling', 'good feeling']"
48533257020641280,E Schmitt's SB390 may be the most important economic dev bill the State Senate will consider this year. #fgs,"['this', 'Schmitt', 'consider', 'consider this', 'may', 'State Senate', 'dev', 'fgs', 'will', 'Senate', 'State', 'economic', 'bill']"
49963237835407360,:) My mom surprised me and came over with my Favorite... Nuts for nuts roasted peanuts! #smallthingsbigjoy,"['me', 'My', 'Favorite', 'my Favorite', 'mom', 'peanuts', 'My mom', 'my']"
28867096610,"                  . ""    """,[]
